date,avgMaxTempNapa,avgMinTempNapa,avgMaxTempWalla,avgMinTempWalla,avgMaxTempColumbia,avgMinTempColumbia,avgMaxTempSonoma,avgMinTempSonoma,avgMaxTempSanta,avgMinTempSanta,avgMaxTempYakima,avgMinTempYakima,avgMaxTempDundee,avgMinTempDundee,avgMaxTempWillamette,avgMinTempWillamette
1992-01-07,52.0,43.0,34.0,28.0,31.0,14.0,53.0,42.0,52.0,41.0,37.0,19.0,42.0,32.0,44.0,27.0
1992-01-07,52.0,43.0,34.0,28.0,31.0,14.0,53.0,42.0,52.0,41.0,37.0,19.0,42.0,32.0,44.0,27.0
1992-01-07,52.0,43.0,34.0,28.0,31.0,14.0,53.0,42.0,52.0,41.0,37.0,19.0,42.0,32.0,44.0,27.0
1992-01-08,54.0,33.0,38.0,26.0,29.0,15.0,55.0,31.0,59.0,35.0,35.0,19.0,47.0,32.0,45.0,27.0
1992-01-08,54.0,33.0,38.0,26.0,29.0,15.0,55.0,31.0,59.0,35.0,35.0,19.0,47.0,32.0,45.0,27.0
1992-01-08,54.0,33.0,38.0,26.0,29.0,15.0,55.0,31.0,59.0,35.0,35.0,19.0,47.0,32.0,45.0,27.0
1992-01-08,54.0,33.0,38.0,26.0,29.0,15.0,55.0,31.0,59.0,35.0,35.0,19.0,47.0,32.0,45.0,27.0
1992-01-08,54.0,33.0,38.0,26.0,29.0,15.0,55.0,31.0,59.0,35.0,35.0,19.0,47.0,32.0,45.0,27.0
1992-01-08,54.0,33.0,38.0,26.0,29.0,15.0,55.0,31.0,59.0,35.0,35.0,19.0,47.0,32.0,45.0,27.0
1992-01-09,54.0,32.0,35.0,27.0,34.0,16.0,53.0,28.0,64.0,34.0,37.0,23.0,48.0,39.0,46.0,31.0
1992-01-09,54.0,32.0,35.0,27.0,34.0,16.0,53.0,28.0,64.0,34.0,37.0,23.0,48.0,39.0,46.0,31.0
1992-01-09,54.0,32.0,35.0,27.0,34.0,16.0,53.0,28.0,64.0,34.0,37.0,23.0,48.0,39.0,46.0,31.0
1992-01-09,54.0,32.0,35.0,27.0,34.0,16.0,53.0,28.0,64.0,34.0,37.0,23.0,48.0,39.0,46.0,31.0
1992-01-09,54.0,32.0,35.0,27.0,34.0,16.0,53.0,28.0,64.0,34.0,37.0,23.0,48.0,39.0,46.0,31.0
1992-01-09,54.0,32.0,35.0,27.0,34.0,16.0,53.0,28.0,64.0,34.0,37.0,23.0,48.0,39.0,46.0,31.0
1992-01-10,51.0,35.0,46.0,28.0,33.0,25.0,44.0,36.0,60.0,36.0,35.0,23.0,46.0,35.0,49.0,31.0
1992-01-10,51.0,35.0,46.0,28.0,33.0,25.0,44.0,36.0,60.0,36.0,35.0,23.0,46.0,35.0,49.0,31.0
1992-01-10,51.0,35.0,46.0,28.0,33.0,25.0,44.0,36.0,60.0,36.0,35.0,23.0,46.0,35.0,49.0,31.0
1992-01-10,51.0,35.0,46.0,28.0,33.0,25.0,44.0,36.0,60.0,36.0,35.0,23.0,46.0,35.0,49.0,31.0
1992-01-10,51.0,35.0,46.0,28.0,33.0,25.0,44.0,36.0,60.0,36.0,35.0,23.0,46.0,35.0,49.0,31.0
1992-01-10,51.0,35.0,46.0,28.0,33.0,25.0,44.0,36.0,60.0,36.0,35.0,23.0,46.0,35.0,49.0,31.0
1992-01-11,57.0,30.0,41.0,37.0,38.0,21.0,60.0,31.0,60.0,40.0,42.0,21.0,42.0,35.0,51.0,30.0
1992-01-11,57.0,30.0,41.0,37.0,38.0,21.0,60.0,31.0,60.0,40.0,42.0,21.0,42.0,35.0,51.0,30.0
1992-01-11,57.0,30.0,41.0,37.0,38.0,21.0,60.0,31.0,60.0,40.0,42.0,21.0,42.0,35.0,51.0,30.0
1992-01-11,57.0,30.0,41.0,37.0,38.0,21.0,60.0,31.0,60.0,40.0,42.0,21.0,42.0,35.0,51.0,30.0
1992-01-11,57.0,30.0,41.0,37.0,38.0,21.0,60.0,31.0,60.0,40.0,42.0,21.0,42.0,35.0,51.0,30.0
1992-01-11,57.0,30.0,41.0,37.0,38.0,21.0,60.0,31.0,60.0,40.0,42.0,21.0,42.0,35.0,51.0,30.0
1992-01-12,58.0,41.0,42.0,33.0,48.0,16.0,60.0,31.0,61.0,39.0,38.0,19.0,36.0,35.0,38.0,28.0
1992-01-12,58.0,41.0,42.0,33.0,48.0,16.0,60.0,31.0,61.0,39.0,38.0,19.0,36.0,35.0,38.0,28.0
1992-01-12,58.0,41.0,42.0,33.0,48.0,16.0,60.0,31.0,61.0,39.0,38.0,19.0,36.0,35.0,38.0,28.0
1992-01-12,58.0,41.0,42.0,33.0,48.0,16.0,60.0,31.0,61.0,39.0,38.0,19.0,36.0,35.0,38.0,28.0
1992-01-12,58.0,41.0,42.0,33.0,48.0,16.0,60.0,31.0,61.0,39.0,38.0,19.0,36.0,35.0,38.0,28.0
1992-01-12,58.0,41.0,42.0,33.0,48.0,16.0,60.0,31.0,61.0,39.0,38.0,19.0,36.0,35.0,38.0,28.0
1992-01-13,53.0,30.0,41.0,32.0,50.0,28.0,56.0,27.0,59.0,31.0,39.0,24.0,42.0,33.0,45.0,36.0
1992-01-13,53.0,30.0,41.0,32.0,50.0,28.0,56.0,27.0,59.0,31.0,39.0,24.0,42.0,33.0,45.0,36.0
1992-01-13,53.0,30.0,41.0,32.0,50.0,28.0,56.0,27.0,59.0,31.0,39.0,24.0,42.0,33.0,45.0,36.0
1992-01-13,53.0,30.0,41.0,32.0,50.0,28.0,56.0,27.0,59.0,31.0,39.0,24.0,42.0,33.0,45.0,36.0
1992-01-13,53.0,30.0,41.0,32.0,50.0,28.0,56.0,27.0,59.0,31.0,39.0,24.0,42.0,33.0,45.0,36.0
1992-01-13,53.0,30.0,41.0,32.0,50.0,28.0,56.0,27.0,59.0,31.0,39.0,24.0,42.0,33.0,45.0,36.0
1992-01-14,58.0,32.0,39.0,33.0,33.0,29.0,59.0,29.0,61.0,33.0,33.0,27.0,47.0,39.0,50.0,42.0
1992-01-14,58.0,32.0,39.0,33.0,33.0,29.0,59.0,29.0,61.0,33.0,33.0,27.0,47.0,39.0,50.0,42.0
1992-01-14,58.0,32.0,39.0,33.0,33.0,29.0,59.0,29.0,61.0,33.0,33.0,27.0,47.0,39.0,50.0,42.0
1992-01-14,58.0,32.0,39.0,33.0,33.0,29.0,59.0,29.0,61.0,33.0,33.0,27.0,47.0,39.0,50.0,42.0
1992-01-14,58.0,32.0,39.0,33.0,33.0,29.0,59.0,29.0,61.0,33.0,33.0,27.0,47.0,39.0,50.0,42.0
1992-01-14,58.0,32.0,39.0,33.0,33.0,29.0,59.0,29.0,61.0,33.0,33.0,27.0,47.0,39.0,50.0,42.0
1992-01-15,53.0,35.0,40.0,33.0,35.0,29.0,51.0,33.0,63.0,36.0,34.0,30.0,49.0,44.0,50.0,43.0
1992-01-15,53.0,35.0,40.0,33.0,35.0,29.0,51.0,33.0,63.0,36.0,34.0,30.0,49.0,44.0,50.0,43.0
1992-01-15,53.0,35.0,40.0,33.0,35.0,29.0,51.0,33.0,63.0,36.0,34.0,30.0,49.0,44.0,50.0,43.0
1992-01-15,53.0,35.0,40.0,33.0,35.0,29.0,51.0,33.0,63.0,36.0,34.0,30.0,49.0,44.0,50.0,43.0
1992-01-15,53.0,35.0,40.0,33.0,35.0,29.0,51.0,33.0,63.0,36.0,34.0,30.0,49.0,44.0,50.0,43.0
1992-01-15,53.0,35.0,40.0,33.0,35.0,29.0,51.0,33.0,63.0,36.0,34.0,30.0,49.0,44.0,50.0,43.0
1992-01-16,47.0,35.0,46.0,34.0,40.0,19.0,47.0,36.0,61.0,39.0,43.0,27.0,45.0,37.0,52.0,39.0
1992-01-16,47.0,35.0,46.0,34.0,40.0,19.0,47.0,36.0,61.0,39.0,43.0,27.0,45.0,37.0,52.0,39.0
1992-01-16,47.0,35.0,46.0,34.0,40.0,19.0,47.0,36.0,61.0,39.0,43.0,27.0,45.0,37.0,52.0,39.0
1992-01-16,47.0,35.0,46.0,34.0,40.0,19.0,47.0,36.0,61.0,39.0,43.0,27.0,45.0,37.0,52.0,39.0
1992-01-16,47.0,35.0,46.0,34.0,40.0,19.0,47.0,36.0,61.0,39.0,43.0,27.0,45.0,37.0,52.0,39.0
1992-01-16,47.0,35.0,46.0,34.0,40.0,19.0,47.0,36.0,61.0,39.0,43.0,27.0,45.0,37.0,52.0,39.0
1992-01-17,54.0,37.0,37.0,34.0,34.0,20.0,55.0,36.0,57.0,37.0,36.0,19.0,47.0,34.0,50.0,32.0
1992-01-17,54.0,37.0,37.0,34.0,34.0,20.0,55.0,36.0,57.0,37.0,36.0,19.0,47.0,34.0,50.0,32.0
1992-01-17,54.0,37.0,37.0,34.0,34.0,20.0,55.0,36.0,57.0,37.0,36.0,19.0,47.0,34.0,50.0,32.0
1992-01-17,54.0,37.0,37.0,34.0,34.0,20.0,55.0,36.0,57.0,37.0,36.0,19.0,47.0,34.0,50.0,32.0
1992-01-17,54.0,37.0,37.0,34.0,34.0,20.0,55.0,36.0,57.0,37.0,36.0,19.0,47.0,34.0,50.0,32.0
1992-01-17,54.0,37.0,37.0,34.0,34.0,20.0,55.0,36.0,57.0,37.0,36.0,19.0,47.0,34.0,50.0,32.0
1992-01-18,58.0,35.0,37.0,31.0,31.0,29.0,60.0,35.0,68.0,38.0,33.0,31.0,51.0,37.0,52.0,29.0
1992-01-18,58.0,35.0,37.0,31.0,31.0,29.0,60.0,35.0,68.0,38.0,33.0,31.0,51.0,37.0,52.0,29.0
1992-01-18,58.0,35.0,37.0,31.0,31.0,29.0,60.0,35.0,68.0,38.0,33.0,31.0,51.0,37.0,52.0,29.0
1992-01-18,58.0,35.0,37.0,31.0,31.0,29.0,60.0,35.0,68.0,38.0,33.0,31.0,51.0,37.0,52.0,29.0
1992-01-18,58.0,35.0,37.0,31.0,31.0,29.0,60.0,35.0,68.0,38.0,33.0,31.0,51.0,37.0,52.0,29.0
1992-01-18,58.0,35.0,37.0,31.0,31.0,29.0,60.0,35.0,68.0,38.0,33.0,31.0,51.0,37.0,52.0,29.0
1992-01-19,58.0,35.0,33.0,31.0,34.0,29.0,56.0,33.0,72.0,36.0,34.0,30.0,51.0,39.0,48.0,23.0
1992-01-19,58.0,35.0,33.0,31.0,34.0,29.0,56.0,33.0,72.0,36.0,34.0,30.0,51.0,39.0,48.0,23.0
1992-01-19,58.0,35.0,33.0,31.0,34.0,29.0,56.0,33.0,72.0,36.0,34.0,30.0,51.0,39.0,48.0,23.0
1992-01-19,58.0,35.0,33.0,31.0,34.0,29.0,56.0,33.0,72.0,36.0,34.0,30.0,51.0,39.0,48.0,23.0
1992-01-19,58.0,35.0,33.0,31.0,34.0,29.0,56.0,33.0,72.0,36.0,34.0,30.0,51.0,39.0,48.0,23.0
1992-01-19,58.0,35.0,33.0,31.0,34.0,29.0,56.0,33.0,72.0,36.0,34.0,30.0,51.0,39.0,48.0,23.0
1992-01-21,49.0,32.0,46.0,30.0,37.0,20.0,49.0,30.0,65.0,35.0,48.0,29.0,47.0,37.0,54.0,37.0
1992-01-21,49.0,32.0,46.0,30.0,37.0,20.0,49.0,30.0,65.0,35.0,48.0,29.0,47.0,37.0,54.0,37.0
1992-01-21,49.0,32.0,46.0,30.0,37.0,20.0,49.0,30.0,65.0,35.0,48.0,29.0,47.0,37.0,54.0,37.0
1992-01-21,49.0,32.0,46.0,30.0,37.0,20.0,49.0,30.0,65.0,35.0,48.0,29.0,47.0,37.0,54.0,37.0
1992-01-21,49.0,32.0,46.0,30.0,37.0,20.0,49.0,30.0,65.0,35.0,48.0,29.0,47.0,37.0,54.0,37.0
1992-01-21,49.0,32.0,46.0,30.0,37.0,20.0,49.0,30.0,65.0,35.0,48.0,29.0,47.0,37.0,54.0,37.0
1992-01-22,47.0,33.0,48.0,34.0,35.0,21.0,49.0,32.0,65.0,34.0,41.0,25.0,46.0,38.0,54.0,36.0
1992-01-22,47.0,33.0,48.0,34.0,35.0,21.0,49.0,32.0,65.0,34.0,41.0,25.0,46.0,38.0,54.0,36.0
1992-01-22,47.0,33.0,48.0,34.0,35.0,21.0,49.0,32.0,65.0,34.0,41.0,25.0,46.0,38.0,54.0,36.0
1992-01-22,47.0,33.0,48.0,34.0,35.0,21.0,49.0,32.0,65.0,34.0,41.0,25.0,46.0,38.0,54.0,36.0
1992-01-22,47.0,33.0,48.0,34.0,35.0,21.0,49.0,32.0,65.0,34.0,41.0,25.0,46.0,38.0,54.0,36.0
1992-01-22,47.0,33.0,48.0,34.0,35.0,21.0,49.0,32.0,65.0,34.0,41.0,25.0,46.0,38.0,54.0,36.0
1992-01-23,47.0,34.0,56.0,46.0,41.0,28.0,42.0,33.0,61.0,31.0,53.0,27.0,47.0,45.0,57.0,50.0
1992-01-23,47.0,34.0,56.0,46.0,41.0,28.0,42.0,33.0,61.0,31.0,53.0,27.0,47.0,45.0,57.0,50.0
1992-01-23,47.0,34.0,56.0,46.0,41.0,28.0,42.0,33.0,61.0,31.0,53.0,27.0,47.0,45.0,57.0,50.0
1992-01-23,47.0,34.0,56.0,46.0,41.0,28.0,42.0,33.0,61.0,31.0,53.0,27.0,47.0,45.0,57.0,50.0
1992-01-23,47.0,34.0,56.0,46.0,41.0,28.0,42.0,33.0,61.0,31.0,53.0,27.0,47.0,45.0,57.0,50.0
1992-01-23,47.0,34.0,56.0,46.0,41.0,28.0,42.0,33.0,61.0,31.0,53.0,27.0,47.0,45.0,57.0,50.0
1992-01-24,46.0,30.0,57.0,45.0,43.0,30.0,47.0,32.0,71.0,33.0,54.0,34.0,53.0,46.0,60.0,42.0
1992-01-24,46.0,30.0,57.0,45.0,43.0,30.0,47.0,32.0,71.0,33.0,54.0,34.0,53.0,46.0,60.0,42.0
1992-01-24,46.0,30.0,57.0,45.0,43.0,30.0,47.0,32.0,71.0,33.0,54.0,34.0,53.0,46.0,60.0,42.0
1992-01-24,46.0,30.0,57.0,45.0,43.0,30.0,47.0,32.0,71.0,33.0,54.0,34.0,53.0,46.0,60.0,42.0
1992-01-24,46.0,30.0,57.0,45.0,43.0,30.0,47.0,32.0,71.0,33.0,54.0,34.0,53.0,46.0,60.0,42.0
1992-01-24,46.0,30.0,57.0,45.0,43.0,30.0,47.0,32.0,71.0,33.0,54.0,34.0,53.0,46.0,60.0,42.0
1992-01-25,54.0,36.0,57.0,38.0,52.0,31.0,54.0,33.0,68.0,42.0,56.0,29.0,47.0,39.0,56.0,37.0
1992-01-25,54.0,36.0,57.0,38.0,52.0,31.0,54.0,33.0,68.0,42.0,56.0,29.0,47.0,39.0,56.0,37.0
1992-01-25,54.0,36.0,57.0,38.0,52.0,31.0,54.0,33.0,68.0,42.0,56.0,29.0,47.0,39.0,56.0,37.0
1992-01-25,54.0,36.0,57.0,38.0,52.0,31.0,54.0,33.0,68.0,42.0,56.0,29.0,47.0,39.0,56.0,37.0
1992-01-25,54.0,36.0,57.0,38.0,52.0,31.0,54.0,33.0,68.0,42.0,56.0,29.0,47.0,39.0,56.0,37.0
1992-01-25,54.0,36.0,57.0,38.0,52.0,31.0,54.0,33.0,68.0,42.0,56.0,29.0,47.0,39.0,56.0,37.0
1992-01-26,60.0,39.0,49.0,35.0,39.0,27.0,61.0,39.0,65.0,44.0,42.0,24.0,45.0,38.0,53.0,34.0
1992-01-26,60.0,39.0,49.0,35.0,39.0,27.0,61.0,39.0,65.0,44.0,42.0,24.0,45.0,38.0,53.0,34.0
1992-01-26,60.0,39.0,49.0,35.0,39.0,27.0,61.0,39.0,65.0,44.0,42.0,24.0,45.0,38.0,53.0,34.0
1992-01-26,60.0,39.0,49.0,35.0,39.0,27.0,61.0,39.0,65.0,44.0,42.0,24.0,45.0,38.0,53.0,34.0
1992-01-26,60.0,39.0,49.0,35.0,39.0,27.0,61.0,39.0,65.0,44.0,42.0,24.0,45.0,38.0,53.0,34.0
1992-01-26,60.0,39.0,49.0,35.0,39.0,27.0,61.0,39.0,65.0,44.0,42.0,24.0,45.0,38.0,53.0,34.0
1992-01-27,59.0,39.0,59.0,35.0,41.0,34.0,59.0,37.0,68.0,37.0,43.0,31.0,49.0,42.0,57.0,45.0
1992-01-27,59.0,39.0,59.0,35.0,41.0,34.0,59.0,37.0,68.0,37.0,43.0,31.0,49.0,42.0,57.0,45.0
1992-01-27,59.0,39.0,59.0,35.0,41.0,34.0,59.0,37.0,68.0,37.0,43.0,31.0,49.0,42.0,57.0,45.0
1992-01-27,59.0,39.0,59.0,35.0,41.0,34.0,59.0,37.0,68.0,37.0,43.0,31.0,49.0,42.0,57.0,45.0
1992-01-27,59.0,39.0,59.0,35.0,41.0,34.0,59.0,37.0,68.0,37.0,43.0,31.0,49.0,42.0,57.0,45.0
1992-01-27,59.0,39.0,59.0,35.0,41.0,34.0,59.0,37.0,68.0,37.0,43.0,31.0,49.0,42.0,57.0,45.0
1992-01-28,63.0,45.0,60.0,46.0,55.0,36.0,64.0,37.0,65.0,49.0,56.0,37.0,48.0,42.0,58.0,49.0
1992-01-28,63.0,45.0,60.0,46.0,55.0,36.0,64.0,37.0,65.0,49.0,56.0,37.0,48.0,42.0,58.0,49.0
1992-01-28,63.0,45.0,60.0,46.0,55.0,36.0,64.0,37.0,65.0,49.0,56.0,37.0,48.0,42.0,58.0,49.0
1992-01-28,63.0,45.0,60.0,46.0,55.0,36.0,64.0,37.0,65.0,49.0,56.0,37.0,48.0,42.0,58.0,49.0
1992-01-28,63.0,45.0,60.0,46.0,55.0,36.0,64.0,37.0,65.0,49.0,56.0,37.0,48.0,42.0,58.0,49.0
1992-01-28,63.0,45.0,60.0,46.0,55.0,36.0,64.0,37.0,65.0,49.0,56.0,37.0,48.0,42.0,58.0,49.0
1992-01-29,59.0,40.0,60.0,45.0,49.0,38.0,60.0,42.0,67.0,39.0,51.0,38.0,56.0,43.0,63.0,51.0
1992-01-29,59.0,40.0,60.0,45.0,49.0,38.0,60.0,42.0,67.0,39.0,51.0,38.0,56.0,43.0,63.0,51.0
1992-01-29,59.0,40.0,60.0,45.0,49.0,38.0,60.0,42.0,67.0,39.0,51.0,38.0,56.0,43.0,63.0,51.0
1992-01-29,59.0,40.0,60.0,45.0,49.0,38.0,60.0,42.0,67.0,39.0,51.0,38.0,56.0,43.0,63.0,51.0
1992-01-29,59.0,40.0,60.0,45.0,49.0,38.0,60.0,42.0,67.0,39.0,51.0,38.0,56.0,43.0,63.0,51.0
1992-01-29,59.0,40.0,60.0,45.0,49.0,38.0,60.0,42.0,67.0,39.0,51.0,38.0,56.0,43.0,63.0,51.0
1992-01-30,56.0,38.0,64.0,49.0,46.0,36.0,57.0,36.0,69.0,39.0,53.0,36.0,54.0,44.0,55.0,47.0
1992-01-30,56.0,38.0,64.0,49.0,46.0,36.0,57.0,36.0,69.0,39.0,53.0,36.0,54.0,44.0,55.0,47.0
1992-01-30,56.0,38.0,64.0,49.0,46.0,36.0,57.0,36.0,69.0,39.0,53.0,36.0,54.0,44.0,55.0,47.0
1992-01-30,56.0,38.0,64.0,49.0,46.0,36.0,57.0,36.0,69.0,39.0,53.0,36.0,54.0,44.0,55.0,47.0
1992-01-30,56.0,38.0,64.0,49.0,46.0,36.0,57.0,36.0,69.0,39.0,53.0,36.0,54.0,44.0,55.0,47.0
1992-01-30,56.0,38.0,64.0,49.0,46.0,36.0,57.0,36.0,69.0,39.0,53.0,36.0,54.0,44.0,55.0,47.0
1992-01-31,59.0,40.0,67.0,48.0,45.0,38.0,60.0,38.0,59.0,44.0,55.0,34.0,55.0,41.0,61.0,47.0
1992-01-31,59.0,40.0,67.0,48.0,45.0,38.0,60.0,38.0,59.0,44.0,55.0,34.0,55.0,41.0,61.0,47.0
1992-01-31,59.0,40.0,67.0,48.0,45.0,38.0,60.0,38.0,59.0,44.0,55.0,34.0,55.0,41.0,61.0,47.0
1992-01-31,59.0,40.0,67.0,48.0,45.0,38.0,60.0,38.0,59.0,44.0,55.0,34.0,55.0,41.0,61.0,47.0
1992-01-31,59.0,40.0,67.0,48.0,45.0,38.0,60.0,38.0,59.0,44.0,55.0,34.0,55.0,41.0,61.0,47.0
1992-01-31,59.0,40.0,67.0,48.0,45.0,38.0,60.0,38.0,59.0,44.0,55.0,34.0,55.0,41.0,61.0,47.0
1992-02-01,60.0,40.0,51.0,43.0,49.0,36.0,60.0,46.0,63.0,47.0,54.0,28.0,42.0,39.0,53.0,40.0
1992-02-01,60.0,40.0,51.0,43.0,49.0,36.0,60.0,46.0,63.0,47.0,54.0,28.0,42.0,39.0,53.0,40.0
1992-02-01,60.0,40.0,51.0,43.0,49.0,36.0,60.0,46.0,63.0,47.0,54.0,28.0,42.0,39.0,53.0,40.0
1992-02-01,60.0,40.0,51.0,43.0,49.0,36.0,60.0,46.0,63.0,47.0,54.0,28.0,42.0,39.0,53.0,40.0
1992-02-01,60.0,40.0,51.0,43.0,49.0,36.0,60.0,46.0,63.0,47.0,54.0,28.0,42.0,39.0,53.0,40.0
1992-02-01,60.0,40.0,51.0,43.0,49.0,36.0,60.0,46.0,63.0,47.0,54.0,28.0,42.0,39.0,53.0,40.0
1992-02-02,61.0,36.0,58.0,36.0,47.0,31.0,65.0,31.0,62.0,37.0,53.0,28.0,51.0,39.0,59.0,39.0
1992-02-02,61.0,36.0,58.0,36.0,47.0,31.0,65.0,31.0,62.0,37.0,53.0,28.0,51.0,39.0,59.0,39.0
1992-02-02,61.0,36.0,58.0,36.0,47.0,31.0,65.0,31.0,62.0,37.0,53.0,28.0,51.0,39.0,59.0,39.0
1992-02-02,61.0,36.0,58.0,36.0,47.0,31.0,65.0,31.0,62.0,37.0,53.0,28.0,51.0,39.0,59.0,39.0
1992-02-02,61.0,36.0,58.0,36.0,47.0,31.0,65.0,31.0,62.0,37.0,53.0,28.0,51.0,39.0,59.0,39.0
1992-02-02,61.0,36.0,58.0,36.0,47.0,31.0,65.0,31.0,62.0,37.0,53.0,28.0,51.0,39.0,59.0,39.0
1992-02-03,63.0,33.0,48.0,32.0,57.0,31.0,65.0,32.0,65.0,34.0,56.0,26.0,56.0,46.0,56.0,34.0
1992-02-03,63.0,33.0,48.0,32.0,57.0,31.0,65.0,32.0,65.0,34.0,56.0,26.0,56.0,46.0,56.0,34.0
1992-02-03,63.0,33.0,48.0,32.0,57.0,31.0,65.0,32.0,65.0,34.0,56.0,26.0,56.0,46.0,56.0,34.0
1992-02-03,63.0,33.0,48.0,32.0,57.0,31.0,65.0,32.0,65.0,34.0,56.0,26.0,56.0,46.0,56.0,34.0
1992-02-03,63.0,33.0,48.0,32.0,57.0,31.0,65.0,32.0,65.0,34.0,56.0,26.0,56.0,46.0,56.0,34.0
1992-02-03,63.0,33.0,48.0,32.0,57.0,31.0,65.0,32.0,65.0,34.0,56.0,26.0,56.0,46.0,56.0,34.0
