avgTempNapa,avgTempColumbia,avgTempWalla,avgTempSonoma,avgTempSanta,avgTempYakima,avgTempDundee,Year,Months
,,,,,,,1994,December
52.583333333333336,28.916666666666668,42.43333333333333,57.46666666666667,52.96666666666667,32.516666666666666,36.41666666666667,1995,January
54.07,36.89,51.5,63.72,56.09,39.879999999999995,39.35,1995,February
53.1,43.56666666666666,57.766666666666666,63.233333333333334,54.0,43.18333333333333,35.16666666666667,1995,March
57.31666666666666,51.71666666666667,62.733333333333334,68.66666666666667,55.866666666666674,47.983333333333334,37.5,1995,April
60.45833333333333,63.391666666666666,73.06666666666666,72.18333333333334,57.33333333333333,59.13333333333334,49.525,1995,May
66.51754385964912,67.08771929824562,76.70175438596492,80.43859649122807,62.026315789473685,62.24561403508772,52.780701754385966,1995,June
71.08064516129032,75.03225806451613,88.03225806451613,88.25806451612904,65.85483870967742,69.53225806451613,58.46774193548387,1995,July
70.11290322580646,68.56451612903226,84.51612903225806,89.35483870967742,64.29032258064517,64.56451612903226,55.12903225806451,1995,August
69.27777777777777,71.11111111111111,85.22222222222223,87.22222222222223,65.88888888888889,66.22222222222221,56.666666666666664,1995,September
,,,,,,,1995,October
,,,,,,,1995,November
,,,,,,,1995,December
54.741379310344826,23.948275862068964,41.62068965517241,57.13793103448276,52.327586206896555,26.06896551724138,34.775862068965516,1996,January
57.25694444444444,28.22222222222222,46.333333333333336,68.88888888888889,59.833333333333336,32.33333333333333,47.83333333333333,1996,February
55.5945945945946,44.33783783783784,56.2972972972973,70.56756756756756,55.28378378378379,42.527027027027025,37.2972972972973,1996,March
58.983333333333334,51.35,65.83333333333333,71.06666666666666,58.900000000000006,49.583333333333336,41.38333333333333,1996,April
62.62903225806451,55.66129032258065,67.61290322580645,76.70967741935483,60.274193548387096,53.145161290322584,42.33870967741936,1996,May
65.90566037735849,64.77358490566039,78.98113207547169,84.45283018867924,61.34905660377359,62.594339622641506,49.35849056603773,1996,June
69.78181818181818,77.53636363636363,93.05454545454545,90.85454545454546,64.18181818181819,73.14545454545454,62.599999999999994,1996,July
69.35483870967742,75.16129032258064,89.35483870967742,90.3225806451613,63.2258064516129,68.67741935483872,59.096774193548384,1996,August
66.76086956521739,65.3913043478261,80.73913043478261,87.21739130434783,62.82608695652174,60.76086956521739,54.23913043478261,1996,September
,,,,,,,1996,October
,,,,,,,1996,November
,,,,,,,1996,December
51.266666666666666,26.799999999999997,40.0,58.13333333333333,54.333333333333336,29.5,35.599999999999994,1997,January
52.60714285714286,30.160714285714285,48.57142857142857,64.78571428571429,53.46428571428571,35.339285714285715,35.5,1997,February
56.564516129032256,41.516129032258064,58.29032258064516,70.54838709677419,54.935483870967744,43.564516129032256,35.62903225806451,1997,March
59.81666666666666,50.766666666666666,62.56666666666667,73.36666666666666,58.41666666666667,47.56666666666666,37.900000000000006,1997,April
66.50537634408602,61.54838709677419,75.16129032258064,83.54838709677419,63.62903225806451,59.693548387096776,50.41935483870968,1997,May
67.82456140350877,67.01754385964912,77.71929824561404,84.78947368421052,62.0,62.684210526315795,49.37719298245614,1997,June
68.35810810810811,76.97297297297297,87.24324324324324,87.86486486486487,62.6554054054054,69.29729729729729,63.86486486486487,1997,July
69.578125,82.140625,92.3125,86.390625,65.2421875,73.6796875,70.9921875,1997,August
,,,,,,,1997,September
,,,,,,,1997,October
,,,,,,,1997,November
,,,,,,,1997,December
51.05,29.0,44.2,57.06666666666667,52.93333333333334,29.65,41.03333333333333,1998,January
51.07142857142857,38.92857142857143,51.964285714285715,57.392857142857146,51.44642857142857,39.089285714285715,41.23214285714286,1998,February
54.83870967741935,45.37096774193549,57.38709677419355,64.6774193548387,54.66129032258064,43.75806451612903,44.20967741935484,1998,March
57.05,53.083333333333336,63.56666666666667,68.3,55.28333333333333,49.63333333333333,48.233333333333334,1998,April
58.55232558139535,61.27906976744186,69.27906976744185,67.61627906976744,57.16860465116279,58.08139534883721,50.162790697674424,1998,May
65.0625,68.09375,79.4375,75.5625,61.03125,65.15625,57.9375,1998,June
,,,,,,,1998,July
,,,,,,,1998,August
,,,,,,,1998,September
,,,,,,,1998,October
,,,,,,,1998,November
,,,,,,,1998,December
47.03333333333333,32.55,48.03333333333333,55.766666666666666,50.3,34.45,40.56666666666666,1999,January
49.69402985074627,35.37313432835821,50.014925373134325,58.582089552238806,49.47761194029851,38.16417910447761,33.507462686567166,1999,February
51.08241758241758,43.15934065934066,54.72527472527472,60.72527472527472,50.752747252747255,41.56043956043956,39.20879120879121,1999,March
57.36363636363636,50.28409090909091,60.95454545454545,69.69318181818181,54.42045454545455,47.05681818181819,46.17045454545455,1999,April
59.387096774193544,55.564516129032256,67.16129032258064,72.74193548387096,56.096774193548384,53.53225806451613,49.14516129032258,1999,May
62.75735294117647,64.90441176470588,77.6029411764706,79.22058823529412,58.18382352941177,62.4264705882353,55.61764705882353,1999,June
,,,,,,,1999,July
,,,,,,,1999,August
,,,,,,,1999,September
,,,,,,,1999,October
,,,,,,,1999,November
,,,,,,,1999,December
50.56666666666666,28.1,40.53333333333333,58.233333333333334,51.0,29.78333333333333,33.85,2000,January
52.689655172413794,32.58620689655173,45.48275862068966,59.51724137931034,53.08620689655172,36.58620689655172,38.86206896551724,2000,February
55.74193548387096,43.64516129032258,53.83870967741935,67.0,54.04838709677419,42.35483870967742,37.85483870967742,2000,March
59.99382716049382,53.98765432098766,66.76543209876543,70.19753086419753,57.672839506172835,51.52469135802469,48.96296296296296,2000,April
64.1086956521739,58.336956521739125,70.18478260869566,76.45652173913044,60.72826086956522,57.02173913043478,51.27717391304348,2000,May
68.3,67.7,79.7,85.23333333333333,62.13333333333334,64.8,61.166666666666664,2000,June
65.04545454545455,69.42727272727272,84.41818181818182,80.0909090909091,61.3,66.18181818181819,60.618181818181824,2000,July
,,,,,,,2000,August
,,,,,,,2000,September
,,,,,,,2000,October
,,,,,,,2000,November
,,,,,,,2000,December
47.15909090909091,29.085227272727273,36.94318181818182,57.39772727272727,48.81818181818181,32.44318181818182,40.80113636363636,2001,January
50.60493827160494,30.80246913580247,42.72839506172839,59.864197530864196,50.51851851851852,34.45679012345679,40.58641975308642,2001,February
56.98837209302326,42.97674418604651,55.18604651162791,69.63953488372093,55.40697674418604,43.70348837209302,44.924418604651166,2001,March
56.05800139762404,50.69444444444444,57.96296296296296,68.20370370370371,53.361111111111114,47.37962962962963,45.111111111111114,2001,April
69.12244897959184,60.51020408163265,71.59183673469387,87.83673469387755,61.43877551020408,56.78571428571429,54.704081632653065,2001,May
69.9433962264151,64.73584905660377,76.0754716981132,88.39622641509433,62.367924528301884,62.056603773584904,55.40566037735849,2001,June
67.86238532110092,73.63761467889908,87.1743119266055,86.28440366972477,62.146788990825684,71.08256880733944,64.8302752293578,2001,July
68.91935483870968,78.64516129032258,94.90322580645162,87.2258064516129,62.903225806451616,74.95161290322581,68.66827956989248,2001,August
,,,,,,,2001,September
,,,,,,,2001,October
,,,,,,,2001,November
,,,,,,,2001,December
47.00877192982456,32.21052631578947,43.75438596491228,56.50877192982456,47.15789473684211,34.67543859649123,38.921052631578945,2002,January
52.17708333333333,34.55208333333333,48.708333333333336,63.625,52.39583333333333,37.04166666666667,41.645833333333336,2002,February
53.44817073170732,38.4969512195122,49.16463414634146,64.60365853658537,51.911585365853654,39.298780487804876,40.26219512195122,2002,March
58.32727272727273,51.518181818181816,62.07272727272727,68.07272727272728,55.18181818181819,48.82727272727273,47.28181818181818,2002,April
62.03370786516854,57.741573033707866,67.91011235955057,75.88764044943821,57.00561797752809,54.938202247191015,51.29775280898876,2002,May
68.15853658536585,67.51829268292683,80.10975609756098,84.3170731707317,61.426829268292686,65.45731707317073,59.786585365853654,2002,June
69.3855421686747,75.33734939759036,91.59036144578313,87.3132530120482,61.9578313253012,72.5843373493976,67.22891566265059,2002,July
68.97619047619048,66.54761904761905,79.0952380952381,86.84126984126983,64.01587301587301,61.75396825396825,60.32539682539682,2002,August
,,,,,,,2002,September
,,,,,,,2002,October
,,,,,,,2002,November
,,,,,,,2002,December
52.73214285714286,32.75,45.857142857142854,58.214285714285715,55.55357142857143,37.089285714285715,45.35714285714286,2003,January
51.72222222222222,34.91975308641975,46.72839506172839,62.41975308641975,52.111111111111114,38.339506172839506,43.141975308641975,2003,February
57.04651162790698,44.70348837209302,58.05813953488372,67.23837209302326,54.7906976744186,45.93313953488372,45.68313953488372,2003,March
54.19186046511628,50.55813953488372,60.55813953488372,63.174418604651166,53.75,48.90116279069767,45.25581395348837,2003,April
63.50588235294118,58.31764705882353,69.5764705882353,75.75294117647059,59.27058823529411,56.48823529411764,54.22941176470589,2003,May
65.76047904191617,68.37425149700599,81.87425149700599,79.08982035928143,60.401197604790426,66.92814371257485,62.17065868263474,2003,June
,,,,,,,2003,July
,,,,,,,2003,August
,,,,,,,2003,September
,,,,,,,2003,October
,,,,,,,2003,November
,,,,,,,2003,December
48.74404761904762,29.07142857142857,35.44047619047619,55.5,49.714285714285715,29.023809523809526,40.523809523809526,2004,January
51.695121951219505,33.55487804878049,47.91463414634146,59.63414634146341,51.22560975609756,36.16463414634146,41.44512195121951,2004,February
62.0,47.16867469879518,62.74698795180723,74.03614457831326,58.6566265060241,46.24096385542168,44.77108433734939,2004,March
61.28313253012048,54.43975903614458,67.42168674698796,72.55421686746988,57.48795180722892,51.596385542168676,49.74096385542169,2004,April
64.125,59.83333333333333,67.6875,76.97916666666667,60.3125,57.135416666666664,48.98958333333333,2004,May
67.22619047619048,63.85714285714286,70.26190476190476,84.23809523809524,61.61904761904762,58.95238095238095,53.25,2004,June
,,,,,,,2004,July
,,,,,,,2004,August
,,,,,,,2004,September
,,,,,,,2004,October
,,,,,,,2004,November
,,,,,,,2004,December
47.07322175732217,26.92887029288703,41.50627615062761,53.50209205020921,51.28242677824268,30.336820083682007,42.51882845188285,2005,January
54.03846153846153,35.621794871794876,49.62820512820513,61.92307692307692,54.26282051282051,36.217948717948715,43.705128205128204,2005,February
57.09239130434783,46.55434782608695,59.29347826086956,66.45652173913044,56.07065217391304,45.39673913043478,48.065217391304344,2005,March
57.3314606741573,52.71910112359551,63.348314606741575,67.61797752808988,55.325842696629216,50.2247191011236,47.140449438202246,2005,April
62.935483870967744,61.61290322580645,71.61290322580645,72.70967741935483,60.145161290322584,60.11290322580645,54.145161290322584,2005,May
66.15957446808511,63.01063829787234,73.17021276595744,76.25531914893617,60.0531914893617,59.42553191489362,53.12765957446808,2005,June
,,,,,,,2005,July
,,,,,,,2005,August
,,,,,,,2005,September
,,,,,,,2005,October
,,,,,,,2005,November
,,,,,,,2005,December
50.52564102564102,33.75,50.23076923076923,58.46153846153846,50.82051282051282,35.30128205128205,41.12179487179487,2006,January
52.14186046511628,33.918604651162795,45.08372093023256,63.89767441860465,52.306976744186045,34.651162790697676,39.86744186046512,2006,February
50.220238095238095,42.26190476190476,54.73809523809524,57.70238095238095,50.13690476190476,41.80357142857143,40.13095238095238,2006,March
57.082278481012665,52.19620253164557,61.69620253164557,65.29113924050633,54.70253164556962,49.10126582278481,47.96835443037975,2006,April
64.11666666666667,60.13333333333333,72.76666666666667,76.55555555555556,59.82222222222222,57.36666666666667,55.772222222222226,2006,May
68.92541436464089,65.19337016574586,75.21546961325967,83.04419889502762,63.027624309392266,62.6988950276243,56.94475138121547,2006,June
,,,,,,,2006,July
,,,,,,,2006,August
,,,,,,,2006,September
,,,,,,,2006,October
,,,,,,,2006,November
,,,,,,,2006,December
46.58235294117647,24.988235294117647,37.917647058823526,58.72941176470588,47.752941176470586,28.08823529411765,38.38235294117647,2007,January
52.25925925925926,35.5679012345679,46.098765432098766,59.93827160493827,51.70370370370371,35.79629629629629,41.67283950617284,2007,February
58.30769230769231,45.01648351648352,57.78021978021978,71.18681318681318,55.54945054945055,44.51098901098901,46.46153846153846,2007,March
59.258620689655174,51.206896551724135,62.44827586206897,70.37931034482759,55.94827586206897,49.05172413793103,46.98275862068966,2007,April
64.51149425287356,60.827586206896555,74.06896551724138,78.22988505747126,58.19540229885057,57.88505747126437,54.706896551724135,2007,May
67.73809523809524,66.02380952380952,79.12698412698413,86.63492063492063,60.801587301587304,63.67460317460318,57.58730158730158,2007,June
,,,,,,,2007,July
,,,,,,,2007,August
,,,,,,,2007,September
,,,,,,,2007,October
,,,,,,,2007,November
,,,,,,,2007,December
,,,,,,,2008,January
50.85245901639344,32.68852459016394,49.18032786885246,62.09836065573771,51.204918032786885,39.114754098360656,41.87704918032787,2008,February
54.37837837837837,41.898648648648646,52.45945945945946,67.0945945945946,53.37837837837837,40.317567567567565,39.91891891891892,2008,March
57.19463087248322,46.56375838926174,58.83892617449664,70.63087248322148,55.288590604026844,43.644295302013425,42.47315436241611,2008,April
64.30666666666667,60.9,71.2,77.36,58.2,59.72,53.38666666666667,2008,May
68.53401360544217,64.08843537414965,77.14285714285714,84.37414965986395,62.4421768707483,62.2687074829932,56.166666666666664,2008,June
69.89473684210526,74.48684210526315,89.67105263157895,87.30263157894737,63.58552631578948,71.19736842105263,67.67105263157895,2008,July
,,,,,,,2008,August
,,,,,,,2008,September
,,,,,,,2008,October
,,,,,,,2008,November
,,,,,,,2008,December
49.921348314606746,23.735955056179776,40.640449438202246,61.91011235955056,52.735955056179776,30.213483146067418,40.83707865168539,2009,January
50.21621621621622,27.945945945945947,42.5,58.351351351351354,51.25,34.486486486486484,40.75,2009,February
54.87096774193549,37.95161290322581,50.67741935483871,64.6774193548387,53.33870967741935,38.935483870967744,39.66129032258064,2009,March
58.69642857142857,49.714285714285715,62.285714285714285,69.5,56.66071428571428,48.05357142857143,46.85714285714286,2009,April
64.2741935483871,60.096774193548384,73.70967741935483,76.54838709677419,59.064516129032256,57.91935483870968,55.741935483870975,2009,May
63.397959183673464,69.6938775510204,80.42857142857143,72.75510204081633,62.295918367346935,68.62244897959184,60.64285714285714,2009,June
,,,,,,,2009,July
,,,,,,,2009,August
,,,,,,,2009,September
,,,,,,,2009,October
,,,,,,,2009,November
,,,,,,,2009,December
49.148148148148145,33.888888888888886,47.333333333333336,54.81481481481482,51.74074074074074,36.46296296296296,43.46296296296296,2010,January
52.66,38.28,50.56,60.76,53.44,40.86,44.22,2010,February
54.33734939759036,44.87951807228916,58.144578313253014,64.39759036144578,53.6144578313253,43.63253012048193,44.04819277108434,2010,March
55.92,50.58,62.4,64.36,54.540000000000006,49.480000000000004,45.08,2010,April
59.18181818181818,54.29545454545455,65.72727272727273,68.9090909090909,57.522727272727266,53.88636363636364,49.27272727272727,2010,May
68.39285714285714,59.35714285714286,72.42857142857143,79.42857142857143,64.28571428571429,60.14285714285714,53.21428571428571,2010,June
,,,,,,,2010,July
,,,,,,,2010,August
,,,,,,,2010,September
,,,,,,,2010,October
,,,,,,,2010,November
,,,,,,,2010,December
48.41666666666667,27.366666666666667,44.86666666666667,56.93333333333333,51.766666666666666,33.33333333333333,41.85,2011,January
50.089285714285715,28.589285714285715,45.92857142857143,60.035714285714285,49.98214285714286,34.589285714285715,37.10714285714286,2011,February
53.67213114754098,40.950819672131146,55.75409836065574,59.950819672131146,54.30327868852459,42.31147540983606,40.68852459016394,2011,March
57.400000000000006,45.65,56.36666666666667,66.5,56.85,44.733333333333334,41.8,2011,April
59.70967741935484,53.612903225806456,66.03225806451613,68.51612903225806,57.29032258064517,54.53225806451613,48.564516129032256,2011,May
62.54255319148936,59.361702127659576,71.51063829787235,72.65957446808511,60.12765957446808,61.297872340425535,53.79787234042553,2011,June
,,,,,,,2011,July
,,,,,,,2011,August
,,,,,,,2011,September
,,,,,,,2011,October
,,,,,,,2011,November
,,,,,,,2011,December
49.29661016949153,26.24576271186441,45.69491525423729,60.42372881355932,50.29661016949153,29.78813559322034,39.974576271186436,2012,January
52.40350877192983,33.026315789473685,44.333333333333336,63.49122807017544,52.94736842105263,37.92982456140351,39.745614035087726,2012,February
53.12903225806451,41.17741935483871,54.483870967741936,60.54838709677419,53.75806451612903,42.61290322580645,39.177419354838705,2012,March
59.25,51.46428571428571,64.60714285714286,67.60714285714286,56.964285714285715,52.30357142857143,47.94642857142857,2012,April
63.733333333333334,56.65,69.43333333333334,75.83333333333333,59.550000000000004,57.41666666666667,52.33333333333333,2012,May
67.984375,58.15625,68.5625,84.03125,62.046875,59.78125,52.234375,2012,June
,,,,,,,2012,July
,,,,,,,2012,August
,,,,,,,2012,September
,,,,,,,2012,October
,,,,,,,2012,November
,,,,,,,2012,December
46.08035714285714,25.473214285714285,37.357142857142854,57.42857142857143,49.348214285714285,31.044642857142854,39.25,2013,January
51.0,33.388888888888886,48.35042735042735,64.26495726495726,51.128205128205124,39.927350427350426,40.952991452991455,2013,February
56.21987951807229,42.48795180722892,57.33132530120482,66.98795180722891,57.108433734939766,45.43975903614458,45.28313253012048,2013,March
63.447916666666664,49.78125,62.520833333333336,76.14583333333333,60.66666666666667,52.33333333333333,49.125,2013,April
65.0392156862745,54.93137254901961,75.0,77.54901960784314,62.754901960784316,60.55882352941177,56.55882352941176,2013,May
68.4245283018868,67.09433962264151,82.0,81.64150943396227,63.216981132075475,66.72641509433963,60.56603773584906,2013,June
,,,,,,,2013,July
,,,,,,,2013,August
,,,,,,,2013,September
,,,,,,,2013,October
,,,,,,,2013,November
,,,,,,,2013,December
52.794520547945204,32.13356164383562,41.76027397260274,66.96575342465754,55.784246575342465,35.11301369863014,43.698630136986296,2014,January
54.14,29.57,39.84,62.4,54.45,32.42,38.379999999999995,2014,February
60.300000000000004,42.425,57.45,70.45,60.375,44.475,46.25,2014,March
62.29268292682927,51.23170731707317,62.951219512195124,72.1951219512195,60.65853658536585,52.024390243902445,49.08536585365854,2014,April
66.625,59.50961538461539,75.76923076923077,79.11538461538461,64.60576923076923,61.40384615384616,57.480769230769226,2014,May
68.44554455445544,65.16831683168317,77.76237623762377,83.00990099009901,62.79207920792079,66.89603960396039,58.712871287128706,2014,June
,,,,,,,2014,July
,,,,,,,2014,August
,,,,,,,2014,September
,,,,,,,2014,October
,,,,,,,2014,November
,,,,,,,2014,December
51.59433962264151,31.872741870734643,42.79245283018868,62.83018867924528,55.75471698113208,35.10377358490566,46.783018867924525,2015,January
57.08695652173913,40.391304347826086,54.56521739130435,66.95652173913044,58.065217391304344,43.630434782608695,47.65217391304348,2015,February
60.16129032258065,48.596774193548384,62.645161290322584,72.64516129032258,60.74193548387097,50.11290322580645,50.70967741935484,2015,March
59.47872340425532,50.87234042553192,64.31914893617021,71.76595744680851,60.08510638297872,51.62765957446808,49.712765957446805,2015,April
60.85185185185185,63.01851851851852,76.31481481481481,71.12962962962963,60.81481481481482,65.28703703703704,57.93518518518519,2015,May
68.69148936170212,70.96808510638299,87.14893617021276,83.25531914893617,65.17021276595744,72.6063829787234,65.95744680851064,2015,June
,,,,,,,2015,July
,,,,,,,2015,August
,,,,,,,2015,September
,,,,,,,2015,October
,,,,,,,2015,November
,,,,,,,2015,December
52.39814814814815,30.49074074074074,43.01851851851852,56.72222222222222,53.60185185185185,34.592592592592595,41.44444444444444,2016,January
56.486111111111114,35.91666666666667,52.27777777777778,68.44444444444444,58.65277777777777,42.56944444444444,46.80555555555556,2016,February
55.61206896551724,45.758620689655174,57.758620689655174,65.03448275862068,56.82758620689655,46.68103448275862,45.08620689655173,2016,March
61.229166666666664,56.125,68.08333333333333,71.1875,60.166666666666664,58.54166666666667,54.46875,2016,April
65.00862068965517,62.28448275862069,73.34482758620689,75.65517241379311,60.62931034482759,63.18103448275862,57.69827586206897,2016,May
69.39024390243902,69.67073170731707,83.21951219512195,82.60975609756098,63.256097560975604,69.14634146341464,63.23170731707317,2016,June
,,,,,,,2016,July
,,,,,,,2016,August
,,,,,,,2016,September
,,,,,,,2016,October
,,,,,,,2016,November
,,,,,,,2016,December
48.11877551020408,22.23,28.24,55.42,50.019999999999996,22.759999999999998,34.59,2017,January
53.009803921568626,27.088235294117645,42.92156862745098,59.568627450980394,54.18627450980392,31.686274509803923,38.59803921568627,2017,February
56.402173913043484,40.5,55.5,67.45652173913044,56.76086956521739,45.40217391304348,42.630434782608695,2017,March
